City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
321,terrace,54.5163,-128.6035,24.08,38,100,0.18,CA,1723763279
322,alotau,-10.3069,150.4462,27.05,81,83,1.64,PG,1723763281
323,tarko-sale,64.9225,77.785,12.4,94,15,3.83,RU,1723763282
324,clarinda,40.7419,-95.0383,28.89,70,40,2.06,US,1723763283
325,kerema,-7.9631,145.7785,26.21,85,23,3.11,PG,1723763285
326,susuman,62.7833,148.1667,9.94,49,11,0.76,RU,1723763286
327,saint-joseph,-21.3667,55.6167,20.21,82,4,2.3,RE,1723763288
328,carutapera,-1.195,-46.02,25.47,78,1,3.92,BR,1723763290
329,watampone,-4.5386,120.3279,24.04,85,32,2.03,ID,1723763291
330,fishtown,38.0695,-85.9175,31.88,59,0,3.09,US,1723763292
331,sandnessjoen,66.0217,12.6316,14.63,97,100,2.87,NO,1723763297
332,lucheng,31.2336,117.2806,26.09,91,0,2.16,CN,1723763115
333,xining,36.6167,101.7667,10.23,81,21,1.25,CN,1723763301
334,yarmouth,41.7057,-70.2286,19.52,91,100,4.12,US,1723763302
335,ceerigaabo,10.6162,47.368,20.73,53,53,8.21,SO,1723763305
336,mu'minobod,38.1085,70.0285,25.35,32,26,2.18,TJ,1723763306
337,bereznik,62.8551,42.7072,12.39,63,97,3.93,RU,1723763308
338,atakent,40.8464,68.5067,26.88,33,16,3.9,KZ,1723763309
339,paracuru,-3.41,-39.0306,25.7,74,38,6.81,BR,1723763310
340,manta,-0.95,-80.7333,24.88,73,0,7.2,EC,1723763311
341,mili,6.0815,171.735,28.93,76,93,7.75,MH,1723763313
342,kailua-kona,19.6406,-155.9956,30.98,69,20,4.63,US,1723763315
343,diadi,16.662,121.3658,24.16,90,99,0.95,PH,1723763317
344,guilin,25.2819,110.2864,23.58,98,100,1.17,CN,1723763318
345,santander,43.4647,-3.8044,19.14,84,0,0.89,ES,1723763319
346,daru,-9.0763,143.2092,26.99,79,86,5.47,PG,1723763320
347,derzhavinsk,51.1,66.3167,14.93,71,51,5.31,KZ,1723763322
348,andilamena,-17.0167,48.5833,13.47,91,35,2.78,MG,1723763323
349,bor,56.3567,44.0669,10.96,84,78,3.82,RU,1723763324
350,dingzhou,38.5131,114.9956,25.47,82,78,0.43,CN,1723763116
351,alaghsas,17.0187,8.0168,27.72,68,97,4.94,NE,1723763329
352,ceres,37.5949,-120.9577,33.95,27,0,5.14,US,1723763330
353,holualoa,19.6228,-155.9522,28.91,69,20,4.63,US,1723763332
354,along,28.1667,94.7667,21.07,98,99,0.83,IN,1723763233
355,pierre,44.3683,-100.351,31.51,39,0,6.26,US,1723763075
356,darwin,-12.4611,130.8418,23.99,78,20,2.57,AU,1723763337
357,belmonte,-15.8631,-38.8828,22.34,88,37,3.3,BR,1723763338
358,dolores,-36.3132,-57.6792,10.0,86,72,3.88,AR,1723763339
359,bathsheba,13.2167,-59.5167,28.34,83,40,5.14,BB,1723763341
360,maragogi,-9.0122,-35.2225,23.69,79,32,5.29,BR,1723763342
361,chamical,-30.36,-66.314,16.74,31,42,2.28,AR,1723763344
362,karratha,-20.7377,116.8463,21.87,33,0,3.63,AU,1723763347
363,fiditi,7.7136,3.9172,21.98,95,100,2.02,NG,1723763348
364,keelung,25.1283,121.7419,28.94,80,100,1.54,TW,1723763350
365,aksu,41.1231,80.2644,25.64,45,0,2.67,CN,1723763351
366,kalemie,-5.9475,29.1947,22.49,71,33,2.38,CD,1723763353
367,axim,4.8699,-2.2405,23.99,82,40,4.0,GH,1723763355
368,sandwip,22.4678,91.4561,27.54,88,100,10.7,BD,1723763356
